PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
10046,6,2,1,13,1,6.0,6.0,6.0,525,45,75,615,15,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
10047,7,1,1,46,2,3.0,3.0,2.0,510,80,0,90,60,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
10048,6,1,4,35,1,2.0,2.0,2.0,270,45,105,385,0,0,0,0,0,,2.0,1.0,1,2,,4.0,2.0,1.0,2.0,1.0
10049,2,2,1,24,1,6.0,2.0,2.0,460,85,60,380,50,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10050,5,1,4,24,1,3.0,2.0,,630,240,55,1430,0,0,0,0,0,,1.0,2.0,2,2,,3.0,2.0,2.0,2.0,1.0
10051,4,2,1,48,1,6.0,1.0,6.0,760,15,25,290,0,320,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
10052,5,2,1,24,1,2.0,2.0,2.0,430,190,60,200,0,0,0,0,0,,,2.0,2,2,,1.0,2.0,2.0,2.0,1.0
10053,4,2,1,10,1,6.0,1.0,6.0,600,105,35,310,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10054,1,2,6,12,1,6.0,2.0,3.0,670,45,30,940,0,0,0,0,0,,,,1,1,,7.0,2.0,1.0,2.0,2.0
10055,3,2,1,59,1,2.0,1.0,6.0,315,30,130,195,0,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,1.0,1.0
10056,2,2,1,24,1,6.0,1.0,6.0,415,0,40,500,0,480,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,1.0
10057,4,2,1,11,3,3.0,2.0,6.0,480,20,35,1170,65,475,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
10058,4,2,6,12,1,2.0,1.0,6.0,400,0,65,665,100,455,0,0,0,,,,1,1,,5.0,2.0,1.0,1.0,2.0
10059,1,2,6,13,1,6.0,2.0,5.0,770,20,45,490,0,0,0,0,0,1.0,2.0,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
10060,5,2,1,47,1,7.0,1.0,6.0,270,0,90,210,0,480,0,0,0,,,,1,1,,2.0,2.0,1.0,1.0,1.0
10061,5,1,1,48,2,3.0,4.0,6.0,750,0,105,435,0,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,1.0,2.0
10062,3,2,1,35,1,7.0,2.0,6.0,390,0,30,180,90,0,0,0,0,,1.0,2.0,2,2,,7.0,2.0,2.0,2.0,1.0
10063,1,1,6,10,1,1.0,1.0,3.0,540,0,30,600,0,20,0,0,0,1.0,2.0,1.0,1,2,1.0,3.0,2.0,2.0,2.0,2.0
10064,2,1,2,24,1,3.0,3.0,4.0,615,25,60,0,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
10065,2,2,1,13,1,6.0,2.0,6.0,420,60,210,85,0,0,0,0,0,,1.0,2.0,2,2,,5.0,2.0,2.0,2.0,2.0
10066,3,1,6,35,1,6.0,1.0,2.0,570,0,0,1260,0,0,570,0,0,1.0,2.0,2.0,2,2,1.0,1.0,2.0,2.0,2.0,1.0
10067,6,2,1,35,1,2.0,2.0,6.0,485,115,30,800,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,1.0
10068,2,2,6,13,2,4.0,3.0,2.0,660,80,60,150,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,1.0
10069,3,2,1,35,1,6.0,2.0,5.0,480,60,60,250,95,370,0,0,0,,,,1,1,,3.0,2.0,2.0,1.0,1.0
10070,5,2,1,35,1,2.0,6.0,6.0,600,60,80,670,90,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10071,6,2,3,13,1,6.0,5.0,2.0,510,10,120,995,45,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,,2.0
10072,5,2,1,59,1,2.0,2.0,5.0,450,45,30,15,105,510,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10073,7,2,1,24,1,2.0,1.0,3.0,590,45,225,20,0,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,1.0
10074,4,1,6,48,2,4.0,1.0,6.0,480,0,30,1120,20,0,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
10075,7,2,3,35,1,2.0,3.0,1.0,630,30,50,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,1.0,2.0
10076,4,2,5,35,1,4.0,1.0,1.0,630,0,0,1380,0,0,0,0,0,,2.0,2.0,2,2,,2.0,2.0,1.0,2.0,2.0
10077,5,1,5,24,1,1.0,4.0,6.0,505,130,45,1335,0,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,2.0,2.0,2.0
10078,7,2,1,24,1,,6.0,6.0,900,0,120,0,0,0,0,0,0,,,,2,2,,,,,,
10079,6,2,3,11,3,1.0,6.0,2.0,720,60,65,1045,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,1.0,2.0
10080,1,1,6,24,1,2.0,2.0,4.0,400,0,15,735,0,125,0,0,45,1.0,2.0,1.0,1,2,1.0,7.0,2.0,1.0,2.0,1.0
10081,6,2,5,48,1,3.0,5.0,6.0,525,90,40,900,25,510,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
10082,2,2,1,35,1,4.0,1.0,6.0,495,45,75,315,0,0,0,0,0,,,,1,1,,7.0,1.0,2.0,2.0,2.0
10083,6,1,1,11,3,1.0,1.0,1.0,480,0,15,345,60,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
10084,6,1,1,10,2,6.0,6.0,6.0,310,30,60,685,145,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
10085,2,1,2,10,1,3.0,3.0,6.0,810,0,130,0,65,0,0,0,0,,1.0,2.0,2,2,,3.0,2.0,2.0,2.0,2.0
10086,3,2,1,35,1,4.0,2.0,6.0,530,75,70,955,50,0,0,0,0,,2.0,1.0,1,2,,2.0,2.0,2.0,2.0,2.0
10087,3,1,1,46,1,2.0,2.0,3.0,300,40,0,35,35,735,0,0,0,,,,1,1,,7.0,2.0,1.0,1.0,2.0
10088,1,1,6,47,2,3.0,2.0,3.0,435,0,60,495,135,735,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10089,6,2,1,24,1,7.0,4.0,6.0,480,35,160,370,20,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10090,2,1,6,35,2,4.0,2.0,4.0,555,0,120,600,60,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10091,3,2,1,24,1,,2.0,6.0,390,90,0,315,70,480,0,0,0,,,,2,2,,,,,,
10092,6,2,3,46,1,2.0,2.0,6.0,690,0,0,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10093,3,1,1,35,1,4.0,6.0,3.0,270,0,0,960,0,540,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,2.0
10094,5,1,5,35,2,4.0,2.0,6.0,180,170,60,1350,100,0,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10095,2,2,1,46,1,,2.0,3.0,450,120,0,60,0,540,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,2.0
10096,6,1,1,12,1,1.0,6.0,1.0,450,60,50,730,10,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10097,2,2,1,10,1,2.0,3.0,5.0,460,50,60,555,40,450,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10098,3,2,6,24,1,5.0,1.0,2.0,540,0,30,60,120,480,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
10099,5,2,6,24,1,1.0,1.0,6.0,510,120,120,1170,60,0,0,0,0,,,,1,1,,7.0,2.0,1.0,2.0,2.0
10100,7,1,1,59,1,6.0,3.0,3.0,570,100,90,0,100,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10101,3,2,1,47,1,4.0,2.0,6.0,570,200,0,255,140,0,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,1.0
10102,5,1,1,13,1,6.0,1.0,6.0,690,0,105,405,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,1.0
10103,5,1,6,59,1,4.0,1.0,6.0,390,0,20,1440,0,1010,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
10104,5,2,1,48,1,4.0,1.0,3.0,720,0,60,390,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,1.0
10105,3,1,2,24,1,7.0,1.0,6.0,390,0,60,210,10,720,0,0,0,,,,1,1,,2.0,1.0,2.0,1.0,1.0
10106,4,1,6,59,1,7.0,2.0,3.0,630,0,90,1440,0,420,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10107,6,1,1,12,1,6.0,6.0,2.0,535,95,75,145,65,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10108,7,1,5,35,1,2.0,6.0,3.0,460,80,50,1440,40,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
10109,4,2,1,35,1,2.0,1.0,4.0,500,75,20,260,105,320,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
10110,3,2,6,35,1,6.0,2.0,6.0,420,270,0,0,0,0,0,0,0,1.0,2.0,1.0,1,2,1.0,3.0,2.0,2.0,1.0,1.0
10111,1,1,6,35,1,3.0,2.0,2.0,235,0,0,445,0,325,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,2.0
10112,2,2,1,12,1,2.0,2.0,6.0,450,90,90,480,30,450,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10113,2,2,6,24,1,6.0,2.0,3.0,540,120,155,760,0,0,0,0,0,,2.0,1.0,1,2,,2.0,1.0,2.0,1.0,2.0
10114,2,1,2,48,1,1.0,1.0,3.0,405,0,30,150,120,690,0,0,0,,,,1,1,,7.0,2.0,1.0,1.0,2.0
10115,3,1,6,11,3,4.0,3.0,6.0,630,0,90,950,100,0,0,0,0,,,,1,1,,3.0,2.0,2.0,2.0,2.0
10116,2,1,1,24,1,6.0,2.0,2.0,600,0,120,270,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
10117,5,1,6,48,1,2.0,1.0,3.0,540,90,60,1440,20,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10118,7,2,5,35,1,6.0,6.0,6.0,705,0,70,1440,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10119,4,2,1,35,1,,2.0,4.0,700,20,20,720,0,420,0,0,0,,,,2,2,,1.0,2.0,2.0,2.0,1.0
10120,1,2,6,35,1,2.0,2.0,2.0,570,60,0,870,60,0,0,0,240,1.0,1.0,2.0,2,2,1.0,3.0,1.0,2.0,2.0,2.0
10121,3,2,6,46,1,5.0,2.0,6.0,570,15,50,745,0,495,0,0,0,3.0,2.0,1.0,1,2,2.0,1.0,1.0,1.0,1.0,2.0
10122,3,2,6,35,1,7.0,4.0,6.0,595,40,175,720,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10123,6,2,1,35,1,2.0,3.0,2.0,500,100,10,220,45,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10124,4,2,6,35,1,1.0,6.0,3.0,540,120,0,890,0,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
10125,6,2,3,48,2,1.0,3.0,1.0,650,0,75,1050,150,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10126,7,1,1,11,3,1.0,5.0,6.0,465,0,105,20,0,0,0,0,0,,2.0,1.0,1,2,,8.0,1.0,2.0,1.0,2.0
10127,4,2,2,24,1,4.0,4.0,6.0,510,0,120,0,105,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10128,5,1,1,12,2,4.0,6.0,6.0,385,0,75,605,25,515,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10129,6,2,6,10,1,2.0,1.0,6.0,510,0,270,810,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,2.0
10130,5,1,3,10,2,3.0,3.0,1.0,605,160,0,1355,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10131,5,1,3,35,2,1.0,3.0,3.0,480,155,60,1440,0,0,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,2.0
10132,4,2,5,24,1,4.0,1.0,3.0,610,0,15,630,0,510,0,0,0,,,,1,1,,2.0,1.0,1.0,2.0,2.0
10133,6,2,6,59,1,7.0,2.0,4.0,480,30,30,1170,135,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
10134,3,2,1,24,1,4.0,1.0,4.0,395,0,50,320,200,75,0,0,0,,,,1,1,2.0,7.0,2.0,1.0,2.0,1.0
10135,4,1,6,35,1,1.0,3.0,5.0,480,0,30,1275,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
10136,4,1,6,59,1,2.0,3.0,3.0,600,120,30,60,0,0,0,0,0,,2.0,2.0,2,2,,1.0,,,2.0,1.0
10137,1,1,6,48,1,1.0,3.0,1.0,600,0,0,0,0,0,0,0,0,,,1.0,1,2,,1.0,1.0,2.0,2.0,2.0
10138,2,1,2,13,1,7.0,6.0,6.0,360,30,75,165,0,815,0,0,0,,,,1,1,,7.0,2.0,2.0,2.0,2.0
10139,3,2,1,35,1,4.0,2.0,3.0,800,0,140,200,300,0,0,0,0,,2.0,1.0,1,2,,3.0,2.0,2.0,2.0,2.0
10140,7,1,1,35,1,3.0,1.0,6.0,690,0,90,1040,50,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,1.0,2.0
10141,4,2,1,13,2,2.0,1.0,6.0,510,0,25,115,75,650,0,0,0,,,,1,1,,8.0,2.0,1.0,1.0,2.0
10142,4,1,1,35,1,3.0,1.0,2.0,450,0,20,925,25,810,0,0,0,,,,1,1,,1.0,1.0,1.0,1.0,2.0
10143,5,2,2,24,2,3.0,2.0,4.0,40,15,45,495,0,445,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
10144,6,2,3,12,1,2.0,6.0,2.0,570,0,195,720,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10145,4,2,1,24,1,1.0,3.0,1.0,865,0,35,915,0,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
10146,4,1,1,48,2,2.0,3.0,6.0,450,20,235,765,55,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10147,6,2,1,46,1,4.0,2.0,6.0,525,65,150,525,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10148,3,2,2,48,1,4.0,1.0,5.0,535,150,60,185,20,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,1.0
10149,6,2,3,35,1,1.0,5.0,2.0,630,60,0,1200,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10150,6,2,5,24,1,4.0,3.0,6.0,630,50,75,1440,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,1.0,2.0
10151,3,2,1,24,1,2.0,,6.0,590,165,0,130,0,0,265,0,110,,2.0,2.0,2,2,1.0,1.0,,1.0,,
10152,7,2,3,59,1,2.0,6.0,6.0,600,150,30,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10153,5,1,2,35,1,,2.0,4.0,480,125,50,1390,0,0,0,0,0,,,,1,1,,1.0,1.0,1.0,1.0,1.0
10154,6,1,1,13,2,4.0,5.0,3.0,360,0,80,420,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
10155,3,1,2,35,2,4.0,2.0,6.0,510,0,120,260,120,370,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
10156,6,2,1,35,1,2.0,1.0,6.0,390,45,40,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,2.0,2.0,2.0
10157,6,2,1,24,1,2.0,4.0,3.0,500,30,35,995,35,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10158,6,2,5,12,1,7.0,4.0,4.0,420,330,0,1220,40,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10159,3,1,2,59,1,4.0,2.0,6.0,480,60,30,65,30,595,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
10160,5,1,1,12,1,1.0,6.0,2.0,450,95,0,465,85,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10161,3,1,6,35,1,7.0,1.0,6.0,540,0,180,1080,120,210,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
10162,2,1,6,59,1,2.0,2.0,4.0,440,10,10,590,65,475,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
10163,3,1,6,12,2,4.0,3.0,2.0,465,0,60,940,30,440,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,2.0
10164,5,1,1,24,1,6.0,1.0,6.0,600,45,175,180,40,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10165,5,2,3,35,1,5.0,2.0,6.0,560,120,10,1380,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
10166,3,2,1,12,1,6.0,1.0,3.0,360,60,30,510,120,480,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,2.0
10167,3,2,6,13,2,3.0,3.0,2.0,0,0,90,0,160,0,0,0,0,,,,1,1,2.0,4.0,2.0,2.0,1.0,2.0
10168,4,2,1,35,1,7.0,1.0,6.0,520,0,45,40,95,425,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
10169,7,2,3,48,2,1.0,4.0,1.0,825,45,75,1300,0,0,0,0,0,,2.0,2.0,2,2,,8.0,1.0,1.0,2.0,1.0
10170,6,1,3,11,3,3.0,6.0,2.0,635,30,40,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10171,5,1,1,24,1,2.0,2.0,6.0,520,0,115,1030,305,410,0,0,0,,,,1,1,,2.0,2.0,1.0,2.0,2.0
10172,5,2,1,11,3,5.0,4.0,6.0,400,60,110,115,25,710,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,1.0
10173,7,1,1,24,1,4.0,6.0,2.0,560,35,80,1255,50,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10174,7,1,4,24,2,1.0,6.0,6.0,480,90,0,1440,40,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10175,6,2,3,12,1,5.0,2.0,6.0,575,180,0,760,80,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,2.0
10176,3,1,6,24,1,6.0,4.0,4.0,420,0,0,1440,0,0,0,0,0,,,,1,1,,8.0,2.0,1.0,2.0,2.0
10177,4,1,5,59,1,3.0,2.0,3.0,405,0,180,750,55,720,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,1.0
10178,2,2,1,35,1,6.0,1.0,6.0,540,165,0,0,0,0,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,1.0
10179,1,1,6,35,1,3.0,2.0,1.0,495,0,30,790,0,0,380,0,0,1.0,1.0,2.0,2,2,1.0,6.0,2.0,2.0,1.0,2.0
10180,6,2,3,11,3,1.0,6.0,3.0,360,135,20,1250,105,0,0,0,0,,2.0,1.0,1,2,,8.0,2.0,1.0,2.0,2.0
10181,3,1,1,48,2,4.0,2.0,6.0,695,150,55,150,210,0,0,0,0,,,,1,1,,1.0,1.0,2.0,1.0,2.0
10182,4,2,1,13,1,2.0,3.0,5.0,420,0,50,30,0,0,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,2.0
10183,6,2,5,35,1,4.0,3.0,2.0,510,0,105,1170,95,135,0,0,0,,2.0,2.0,2,2,,2.0,2.0,2.0,2.0,2.0
10184,2,1,2,35,1,6.0,2.0,6.0,395,45,45,720,30,660,0,0,0,,,,1,1,,2.0,2.0,1.0,1.0,2.0
10185,6,2,1,35,1,4.0,3.0,3.0,545,70,150,135,80,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,1.0,2.0,2.0
10186,3,2,1,35,1,7.0,1.0,3.0,370,0,115,725,70,550,0,0,0,,,,1,1,,3.0,2.0,2.0,1.0,1.0
10187,2,2,1,59,1,5.0,1.0,6.0,480,0,35,100,35,605,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,1.0
10188,6,1,1,35,1,5.0,3.0,6.0,510,0,360,1440,0,570,0,0,0,,2.0,1.0,1,2,,1.0,2.0,2.0,2.0,2.0
10189,6,1,1,13,1,3.0,6.0,5.0,435,0,75,215,20,470,0,0,0,,,,1,1,,8.0,1.0,2.0,2.0,2.0
10190,4,1,6,47,1,3.0,4.0,6.0,560,120,0,1440,10,540,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,1.0
10191,1,1,6,10,1,1.0,3.0,4.0,660,40,0,960,0,0,0,0,0,1.0,1.0,2.0,2,2,1.0,1.0,2.0,2.0,1.0,2.0
10192,6,1,1,10,1,3.0,3.0,3.0,485,0,180,130,25,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10193,7,1,6,48,1,6.0,3.0,5.0,660,75,0,1440,20,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10194,4,2,6,59,1,1.0,2.0,2.0,530,10,20,950,45,420,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,2.0
10195,6,2,1,47,2,2.0,4.0,3.0,690,0,30,0,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10196,5,2,1,47,1,5.0,1.0,2.0,370,60,90,60,195,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
10197,6,1,1,10,2,3.0,6.0,1.0,630,0,120,180,0,375,0,0,0,,,,1,1,,8.0,1.0,2.0,2.0,2.0
10198,2,1,2,35,1,5.0,1.0,6.0,420,0,120,110,0,545,0,0,0,,,,1,1,,1.0,2.0,1.0,1.0,1.0
10199,4,1,1,10,2,3.0,2.0,4.0,420,150,60,120,35,0,0,0,0,,,2.0,2,2,,2.0,1.0,1.0,1.0,2.0
10200,4,2,5,35,1,7.0,1.0,4.0,360,50,30,550,105,435,0,0,0,,,,1,1,,2.0,2.0,2.0,1.0,
10201,5,2,2,24,1,6.0,2.0,6.0,570,0,90,1120,60,0,0,0,0,,,,1,1,,8.0,1.0,2.0,2.0,2.0
10202,3,2,1,10,2,5.0,1.0,6.0,625,120,75,440,60,0,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,2.0
10203,2,1,6,35,1,7.0,4.0,1.0,600,0,15,815,0,480,0,0,0,,,,1,1,,5.0,2.0,2.0,1.0,2.0
10204,7,2,3,11,3,6.0,3.0,6.0,540,30,190,1185,65,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,2.0
10205,1,1,6,10,2,2.0,3.0,6.0,600,70,30,425,60,0,205,0,0,1.0,2.0,1.0,1,2,1.0,7.0,2.0,2.0,2.0,2.0
10206,7,2,3,11,3,1.0,3.0,2.0,660,0,60,1410,30,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,1.0,2.0,2.0
10207,5,2,1,13,2,1.0,1.0,6.0,365,90,65,735,75,330,0,0,0,,,,1,1,,8.0,1.0,1.0,1.0,2.0
10208,5,2,1,48,1,6.0,1.0,2.0,450,110,10,530,0,0,0,0,0,,2.0,2.0,2,2,,3.0,1.0,1.0,2.0,2.0
10209,6,1,1,35,1,3.0,6.0,2.0,510,0,40,400,325,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10210,2,1,6,13,1,4.0,4.0,2.0,510,10,20,1440,0,0,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
10211,5,2,1,46,1,2.0,3.0,4.0,455,20,0,100,10,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10212,2,1,6,24,1,2.0,2.0,6.0,750,0,0,1280,10,0,0,0,0,,,,1,1,,6.0,2.0,1.0,1.0,1.0
10213,3,2,6,35,1,4.0,6.0,6.0,765,60,15,810,30,180,0,0,0,,,,1,1,,5.0,2.0,2.0,2.0,1.0
10214,5,1,2,24,2,2.0,1.0,6.0,450,0,15,690,20,750,0,0,0,,,,1,1,,8.0,2.0,2.0,1.0,2.0
10215,6,2,1,48,2,4.0,4.0,6.0,480,20,160,0,0,0,0,0,0,,2.0,2.0,2,2,,1.0,1.0,2.0,2.0,1.0
10216,6,1,1,35,1,5.0,4.0,6.0,485,0,40,625,120,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10217,4,1,5,35,1,2.0,1.0,3.0,460,150,0,870,90,420,0,0,0,,,,1,1,,2.0,2.0,2.0,2.0,2.0
10218,3,1,1,59,1,2.0,2.0,6.0,735,20,0,75,40,510,0,0,0,,,,1,1,,1.0,1.0,2.0,2.0,1.0
10219,6,1,1,12,2,2.0,4.0,1.0,600,90,0,135,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10220,2,2,6,47,1,6.0,2.0,3.0,480,0,0,1130,125,435,0,0,0,,,,1,1,,4.0,2.0,2.0,2.0,2.0
10221,4,2,5,13,1,1.0,6.0,1.0,1070,30,10,1440,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10222,6,2,1,24,2,2.0,1.0,6.0,300,150,110,135,0,0,0,0,0,,2.0,2.0,2,2,,1.0,2.0,2.0,2.0,2.0
10223,6,1,6,24,1,2.0,3.0,6.0,525,15,195,1145,30,500,0,0,0,,,,1,1,,1.0,2.0,1.0,2.0,2.0
10224,7,2,5,24,1,3.0,6.0,6.0,420,60,60,1350,100,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10225,5,2,5,35,1,7.0,3.0,5.0,465,30,60,1110,150,0,0,0,0,,,,1,1,,1.0,2.0,2.0,2.0,1.0
10226,7,1,4,24,1,2.0,6.0,6.0,745,80,100,1440,0,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,2.0,2.0
10227,6,2,6,59,1,4.0,2.0,2.0,480,20,75,1010,65,0,0,0,0,,2.0,2.0,2,2,,8.0,2.0,2.0,1.0,2.0
10228,5,2,1,35,2,3.0,3.0,6.0,480,0,70,250,70,265,0,0,0,,,,1,1,,1.0,2.0,2.0,1.0,
10229,2,2,1,59,1,2.0,1.0,4.0,540,0,30,550,0,0,0,0,0,,2.0,1.0,1,2,,7.0,2.0,1.0,2.0,2.0
10230,4,2,1,35,1,4.0,2.0,2.0,510,150,120,480,160,0,0,0,0,,,,1,1,,8.0,2.0,2.0,2.0,2.0
